Reg Number,Name,Year,Branch,CGPA
23BCE5240,Aditya Singh,1,Computer Engineering,9.69
21BME9852,Ananya Iyer,3,Mechanical Engineering,8.15
20BME5492,Neha Reddy,4,Mechanical Engineering,8.6
23BEE3440,Arjun Roy,1,Electrical Engineering,9.64
23BCE5269,Aarav Patel,1,Computer Engineering,8.4
23BIT6490,Ananya Gupta,1,Information Technology,7.35
22BCH8849,Ananya Reddy,2,Chemical Engineering,9.55
23BCH1256,Arjun Gupta,1,Chemical Engineering,6.7
22BCH1331,Aarav Patel,2,Chemical Engineering,6.18
23BCH2929,Ananya Sharma,1,Chemical Engineering,6.45
23BCH7295,Ishita Gupta,1,Chemical Engineering,9.28
22BEE6229,Sneha Singh,2,Electrical Engineering,9.25
22BIT9322,Vivaan Reddy,2,Information Technology,8.6
23BME6013,Ananya Nair,1,Mechanical Engineering,6.75
23BCE0053,Krishna Iyer,1,Computer Engineering,6.14
20BCH0913,Arjun Singh,4,Chemical Engineering,8.39
23BEE1427,Neha Nair,1,Electrical Engineering,8.74
20BCH4009,Pooja Nair,4,Chemical Engineering,6.52
22BME9190,Aarav Verma,2,Mechanical Engineering,7.38
22BME2657,Pooja Gupta,2,Mechanical Engineering,7.27
23BIT7187,Neha Sharma,1,Information Technology,7.34
20BEE3070,Aditya Roy,4,Electrical Engineering,9.84
20BEE2690,Aditya Singh,4,Electrical Engineering,6.67
20BME1094,Neha Iyer,4,Mechanical Engineering,7.5
23BEE4293,Ishita Nair,1,Electrical Engineering,8.7
21BEE2758,Krishna Roy,3,Electrical Engineering,8.39
23BCE6292,Aditya Sharma,1,Computer Engineering,7.58
20BIT3228,Vivaan Verma,4,Information Technology,7.66
21BIT5739,Neha Sharma,3,Information Technology,6.84
21BIT6544,Pooja Das,3,Information Technology,8.23
21BCH9735,Vivaan Verma,3,Chemical Engineering,6.21
20BME8736,Pooja Iyer,4,Mechanical Engineering,7.61
22BCH9731,Sneha Verma,2,Chemical Engineering,9.41
21BIT3778,Arjun Gupta,3,Information Technology,7.51
22BEE1232,Pooja Iyer,2,Electrical Engineering,7.11
21BIT9363,Pooja Iyer,3,Information Technology,7.94
20BME4907,Aditya Das,4,Mechanical Engineering,9.91
23BME6331,Aarav Sharma,1,Mechanical Engineering,8.37
22BCH0425,Ananya Roy,2,Chemical Engineering,9.49
20BEE0700,Ananya Nair,4,Electrical Engineering,9.2
22BIT0967,Neha Reddy,2,Information Technology,9.57
20BEE1362,Aditya Verma,4,Electrical Engineering,6.81
23BEE5076,Neha Iyer,1,Electrical Engineering,7.09
23BEE2952,Aarav Verma,1,Electrical Engineering,8.34
23BIT7894,Sneha Iyer,1,Information Technology,9.98
23BCH0301,Krishna Reddy,1,Chemical Engineering,7.85
20BCE3687,Arjun Sharma,4,Computer Engineering,7.69
23BIT3819,Ananya Das,1,Information Technology,8.13
22BME7807,Ishita Singh,2,Mechanical Engineering,7.39
20BME4699,Ishita Sharma,4,Mechanical Engineering,9.21
22BCE9455,Neha Roy,2,Computer Engineering,7.75
20BEE5986,Ishita Singh,4,Electrical Engineering,7.73
21BCH7469,Sneha Iyer,3,Chemical Engineering,9.47
21BEE2561,Neha Verma,3,Electrical Engineering,6.33
21BCH6442,Ananya Roy,3,Chemical Engineering,8.42
22BEE8307,Ishita Verma,2,Electrical Engineering,6.87
20BEE7890,Neha Sharma,4,Electrical Engineering,8.5
23BIT4148,Aarav Nair,1,Information Technology,6.06
23BEE9687,Ananya Das,1,Electrical Engineering,8.05
23BCH0414,Krishna Reddy,1,Chemical Engineering,9.75
20BCH8358,Aarav Nair,4,Chemical Engineering,8.29
20BIT9859,Sneha Sharma,4,Information Technology,9.03
21BEE4850,Neha Gupta,3,Electrical Engineering,7.43
21BIT9823,Aarav Singh,3,Information Technology,9.85
21BCE2364,Ananya Gupta,3,Computer Engineering,6.32
21BME1143,Neha Nair,3,Mechanical Engineering,7.21
20BCH7101,Aarav Iyer,4,Chemical Engineering,6.4
22BIT1392,Sneha Das,2,Information Technology,8.91
23BEE1149,Pooja Patel,1,Electrical Engineering,6.75
22BCH3818,Krishna Singh,2,Chemical Engineering,9.34
20BME0563,Arjun Gupta,4,Mechanical Engineering,6.74
22BIT9072,Neha Verma,2,Information Technology,7.31
20BEE9051,Ishita Reddy,4,Electrical Engineering,9.61
21BCE6749,Vivaan Das,3,Computer Engineering,6.8
23BEE8343,Ananya Gupta,1,Electrical Engineering,8.92
23BME3856,Aditya Patel,1,Mechanical Engineering,9.47
20BIT1931,Ishita Reddy,4,Information Technology,9.17
23BIT0874,Arjun Patel,1,Information Technology,7.52
21BME1689,Vivaan Iyer,3,Mechanical Engineering,7.74
23BCE9726,Neha Roy,1,Computer Engineering,9.44
20BCH7118,Sneha Verma,4,Chemical Engineering,8.92
20BCH6908,Sneha Singh,4,Chemical Engineering,7.24
22BCH8859,Ananya Iyer,2,Chemical Engineering,9.39
22BCE5394,Krishna Verma,2,Computer Engineering,8.39
22BME4969,Aditya Gupta,2,Mechanical Engineering,8.23
22BIT2775,Sneha Reddy,2,Information Technology,6.7
23BIT3101,Sneha Singh,1,Information Technology,7.35
20BME0242,Sneha Reddy,4,Mechanical Engineering,8.93
23BIT7534,Ananya Sharma,1,Information Technology,7.29
20BIT6941,Sneha Patel,4,Information Technology,7.56
21BCH6588,Aditya Das,3,Chemical Engineering,7.78
22BCE7066,Ishita Sharma,2,Computer Engineering,8.42
20BEE7408,Ishita Verma,4,Electrical Engineering,7.11
22BCE2719,Krishna Sharma,2,Computer Engineering,9.08
20BME6473,Pooja Das,4,Mechanical Engineering,7.68
23BEE3888,Vivaan Reddy,1,Electrical Engineering,8.26
20BME2766,Pooja Singh,4,Mechanical Engineering,6.19
22BME0552,Sneha Patel,2,Mechanical Engineering,8.16
23BME8330,Ishita Gupta,1,Mechanical Engineering,9.18
22BCE7779,Sneha Gupta,2,Computer Engineering,6.23
21BIT7362,Krishna Verma,3,Information Technology,8.33
22BCE1640,Krishna Das,2,Computer Engineering,9.07
22BCE9178,Krishna Reddy,2,Computer Engineering,6.51
20BIT0264,Aarav Gupta,4,Information Technology,6.18
21BEE2238,Ananya Nair,3,Electrical Engineering,9.21
20BEE0779,Aarav Singh,4,Electrical Engineering,6.91
20BEE4954,Vivaan Patel,4,Electrical Engineering,7.97
22BCH5660,Pooja Das,2,Chemical Engineering,8.05
23BCE1102,Krishna Singh,1,Computer Engineering,6.55
20BME9417,Sneha Nair,4,Mechanical Engineering,8.42
22BCE7970,Ananya Gupta,2,Computer Engineering,9.54
20BME2835,Ishita Reddy,4,Mechanical Engineering,8.0
22BIT3647,Ishita Das,2,Information Technology,8.76
22BCE7626,Aditya Verma,2,Computer Engineering,9.16
22BME7000,Aarav Das,2,Mechanical Engineering,6.1
20BIT9384,Pooja Sharma,4,Information Technology,9.47
23BCE0452,Ishita Iyer,1,Computer Engineering,9.99
21BME1837,Vivaan Nair,3,Mechanical Engineering,6.15
20BME4885,Ishita Das,4,Mechanical Engineering,6.13
20BCH4472,Arjun Patel,4,Chemical Engineering,6.64
22BME8893,Ananya Gupta,2,Mechanical Engineering,7.32
22BEE8598,Neha Verma,2,Electrical Engineering,8.26
22BIT1334,Neha Roy,2,Information Technology,9.56
22BIT9833,Pooja Patel,2,Information Technology,7.65
23BEE7305,Neha Singh,1,Electrical Engineering,8.35
20BCE7118,Aditya Singh,4,Computer Engineering,7.33
22BME4315,Ishita Sharma,2,Mechanical Engineering,6.75
22BME9360,Ishita Roy,2,Mechanical Engineering,6.93
23BCE5587,Vivaan Verma,1,Computer Engineering,7.08
23BME4045,Aditya Iyer,1,Mechanical Engineering,7.84
21BEE4147,Krishna Iyer,3,Electrical Engineering,9.31
21BCH5411,Vivaan Nair,3,Chemical Engineering,6.81
20BCH0773,Ishita Das,4,Chemical Engineering,8.46
22BEE1659,Krishna Reddy,2,Electrical Engineering,6.55
20BIT5151,Aditya Das,4,Information Technology,6.54
22BIT3348,Arjun Patel,2,Information Technology,7.32
22BCH0060,Sneha Reddy,2,Chemical Engineering,7.7
20BME6082,Neha Roy,4,Mechanical Engineering,8.14
20BCE6969,Pooja Iyer,4,Computer Engineering,6.06
21BIT0539,Ananya Sharma,3,Information Technology,9.36
21BEE0229,Ananya Patel,3,Electrical Engineering,7.22
22BEE3979,Aarav Patel,2,Electrical Engineering,7.14
20BCH9032,Ishita Nair,4,Chemical Engineering,9.66
22BEE3924,Arjun Patel,2,Electrical Engineering,8.96
21BIT5695,Ananya Gupta,3,Information Technology,6.05
20BIT4055,Aditya Das,4,Information Technology,9.62
22BEE6619,Sneha Sharma,2,Electrical Engineering,8.8
22BIT1165,Neha Iyer,2,Information Technology,8.78
20BCH2972,Neha Roy,4,Chemical Engineering,8.0
23BCH6832,Ishita Das,1,Chemical Engineering,8.89
20BEE2813,Vivaan Nair,4,Electrical Engineering,7.67
23BCH8288,Sneha Das,1,Chemical Engineering,6.41
21BCE0074,Ishita Verma,3,Computer Engineering,9.26
22BCE8533,Aditya Gupta,2,Computer Engineering,7.79
23BIT3893,Ananya Nair,1,Information Technology,9.04
23BIT0937,Neha Verma,1,Information Technology,7.38
21BIT2317,Aditya Gupta,3,Information Technology,8.03
21BEE7468,Ananya Reddy,3,Electrical Engineering,8.41
21BCE3617,Krishna Reddy,3,Computer Engineering,8.08
20BCE6810,Aditya Gupta,4,Computer Engineering,8.5
20BEE6412,Sneha Verma,4,Electrical Engineering,6.24
20BIT4404,Vivaan Verma,4,Information Technology,9.21
23BIT8092,Aarav Sharma,1,Information Technology,7.63
23BME3936,Neha Sharma,1,Mechanical Engineering,8.18
22BCE4638,Aarav Nair,2,Computer Engineering,7.33
23BME1525,Pooja Iyer,1,Mechanical Engineering,6.45
20BME3172,Sneha Reddy,4,Mechanical Engineering,7.39
22BCH1538,Aarav Sharma,2,Chemical Engineering,8.36
20BIT9004,Arjun Das,4,Information Technology,6.78
21BIT1441,Ishita Reddy,3,Information Technology,6.38
22BIT6808,Ananya Das,2,Information Technology,6.2
20BIT8913,Aditya Reddy,4,Information Technology,8.46
20BCE6121,Ishita Iyer,4,Computer Engineering,8.71
22BCE2866,Arjun Sharma,2,Computer Engineering,6.32
23BIT0654,Neha Iyer,1,Information Technology,8.54
22BIT2980,Neha Iyer,2,Information Technology,6.81
21BCH0404,Pooja Das,3,Chemical Engineering,7.23
22BIT4365,Ananya Reddy,2,Information Technology,6.14
21BME5810,Vivaan Gupta,3,Mechanical Engineering,8.77
22BME8705,Aarav Verma,2,Mechanical Engineering,9.66
21BEE9056,Aditya Das,3,Electrical Engineering,7.51
22BCH6704,Sneha Sharma,2,Chemical Engineering,7.14
23BIT8712,Ananya Das,1,Information Technology,8.47
23BCH8344,Ananya Verma,1,Chemical Engineering,7.86
23BEE2873,Neha Gupta,1,Electrical Engineering,7.8
20BEE1769,Aditya Sharma,4,Electrical Engineering,9.61
20BME8505,Aarav Das,4,Mechanical Engineering,7.68
22BEE9547,Krishna Iyer,2,Electrical Engineering,7.89
23BME1500,Aditya Sharma,1,Mechanical Engineering,7.14
21BCH0592,Krishna Iyer,3,Chemical Engineering,7.28
22BCH6171,Aarav Das,2,Chemical Engineering,6.19
22BCH1425,Vivaan Roy,2,Chemical Engineering,8.94
20BME4723,Ananya Das,4,Mechanical Engineering,6.15
22BCH0433,Aarav Singh,2,Chemical Engineering,8.12
20BCH5486,Arjun Gupta,4,Chemical Engineering,6.19
20BME3852,Krishna Reddy,4,Mechanical Engineering,9.46
21BIT4657,Krishna Roy,3,Information Technology,9.31
20BME8617,Aditya Nair,4,Mechanical Engineering,6.67
20BIT5497,Arjun Singh,4,Information Technology,8.72
23BME6437,Vivaan Das,1,Mechanical Engineering,9.0
20BME6040,Sneha Patel,4,Mechanical Engineering,8.45
22BCE5446,Aarav Das,2,Computer Engineering,7.63
22BEE0530,Aarav Gupta,2,Electrical Engineering,9.14
20BIT3838,Ishita Gupta,4,Information Technology,9.78
22BCH1056,Ishita Singh,2,Chemical Engineering,6.53
22BCE0864,Ananya Singh,2,Computer Engineering,7.13
22BME4162,Aarav Singh,2,Mechanical Engineering,6.01
21BEE6881,Vivaan Das,3,Electrical Engineering,7.66
21BME7247,Neha Roy,3,Mechanical Engineering,6.86
20BEE3008,Krishna Verma,4,Electrical Engineering,6.76
22BEE2205,Pooja Iyer,2,Electrical Engineering,10.0
21BCE8828,Ananya Singh,3,Computer Engineering,7.24
23BCE0982,Aditya Iyer,1,Computer Engineering,7.02
22BCE4138,Ishita Iyer,2,Computer Engineering,7.22
20BCE3779,Ananya Roy,4,Computer Engineering,9.97
23BME7702,Vivaan Gupta,1,Mechanical Engineering,9.03
23BEE4657,Krishna Gupta,1,Electrical Engineering,9.03
23BCH2257,Sneha Das,1,Chemical Engineering,7.46
23BEE3418,Aarav Sharma,1,Electrical Engineering,6.56
23BME9183,Ananya Verma,1,Mechanical Engineering,9.25
21BCE4232,Krishna Das,3,Computer Engineering,9.04
22BCE3100,Ananya Nair,2,Computer Engineering,8.43
23BEE9845,Ishita Verma,1,Electrical Engineering,7.36
22BIT2663,Krishna Sharma,2,Information Technology,6.35
21BME9747,Pooja Iyer,3,Mechanical Engineering,8.01
21BIT5803,Arjun Sharma,3,Information Technology,6.56
23BIT1266,Aarav Patel,1,Information Technology,7.98
23BME0046,Pooja Das,1,Mechanical Engineering,8.24
21BEE2130,Neha Singh,3,Electrical Engineering,8.75
22BCE7019,Aarav Nair,2,Computer Engineering,6.93
22BME8718,Pooja Patel,2,Mechanical Engineering,8.29
20BCH2986,Ananya Iyer,4,Chemical Engineering,8.6
23BEE0355,Neha Iyer,1,Electrical Engineering,6.91
20BEE7913,Pooja Roy,4,Electrical Engineering,9.17
21BEE0617,Krishna Das,3,Electrical Engineering,9.73
22BME6990,Sneha Roy,2,Mechanical Engineering,7.09
22BEE4230,Krishna Patel,2,Electrical Engineering,8.84
23BCE9728,Ananya Gupta,1,Computer Engineering,7.12
22BEE1089,Krishna Singh,2,Electrical Engineering,8.29
21BCH8897,Aarav Patel,3,Chemical Engineering,8.99
23BME9100,Ananya Reddy,1,Mechanical Engineering,9.99
23BCE8106,Neha Sharma,1,Computer Engineering,9.38
23BCE2323,Vivaan Patel,1,Computer Engineering,9.17
20BCH8077,Arjun Sharma,4,Chemical Engineering,7.53
22BME8853,Aarav Gupta,2,Mechanical Engineering,9.69
21BME7944,Sneha Iyer,3,Mechanical Engineering,9.26
21BME7636,Ishita Sharma,3,Mechanical Engineering,9.23
22BEE3314,Ishita Patel,2,Electrical Engineering,6.9
20BIT5347,Vivaan Reddy,4,Information Technology,7.72
20BME4728,Neha Verma,4,Mechanical Engineering,6.61
21BEE0983,Arjun Singh,3,Electrical Engineering,6.87
21BME8632,Ananya Verma,3,Mechanical Engineering,6.73
20BEE4372,Sneha Patel,4,Electrical Engineering,6.83
20BCH2910,Aarav Verma,4,Chemical Engineering,6.24
23BCH1415,Aarav Iyer,1,Chemical Engineering,8.64
22BME0000,Neha Gupta,2,Mechanical Engineering,6.46
21BCE2580,Pooja Sharma,3,Computer Engineering,8.39
21BCH0566,Neha Gupta,3,Chemical Engineering,6.18
23BCH1070,Pooja Reddy,1,Chemical Engineering,9.09
20BCH9558,Pooja Singh,4,Chemical Engineering,7.33
23BME3983,Aarav Das,1,Mechanical Engineering,9.05
22BCE7472,Aditya Iyer,2,Computer Engineering,9.33
21BCH7058,Pooja Das,3,Chemical Engineering,8.77
22BCH3133,Neha Nair,2,Chemical Engineering,9.43
20BME1737,Ananya Patel,4,Mechanical Engineering,8.2
22BEE7160,Neha Roy,2,Electrical Engineering,7.91
20BIT8366,Aarav Roy,4,Information Technology,9.53
23BIT2376,Krishna Gupta,1,Information Technology,7.2
20BEE6128,Ishita Das,4,Electrical Engineering,7.54
20BEE4967,Ishita Iyer,4,Electrical Engineering,9.16
21BME1243,Vivaan Patel,3,Mechanical Engineering,7.6
21BIT7335,Pooja Patel,3,Information Technology,7.96
20BCE1862,Arjun Singh,4,Computer Engineering,7.85
22BCH8203,Aditya Verma,2,Chemical Engineering,7.95
21BEE1559,Aarav Roy,3,Electrical Engineering,6.74
22BCH1479,Ananya Nair,2,Chemical Engineering,6.1
21BCH0289,Arjun Sharma,3,Chemical Engineering,6.92
21BEE4328,Aditya Singh,3,Electrical Engineering,9.48
21BEE5933,Vivaan Verma,3,Electrical Engineering,6.11
20BCE2819,Aditya Nair,4,Computer Engineering,8.19
21BCH8401,Aarav Iyer,3,Chemical Engineering,8.01
21BEE2873,Vivaan Verma,3,Electrical Engineering,7.98
21BCE2710,Aditya Iyer,3,Computer Engineering,8.56
20BIT0776,Aarav Patel,4,Information Technology,8.84
23BEE6800,Aarav Patel,1,Electrical Engineering,6.23
20BIT0147,Aarav Nair,4,Information Technology,7.73
20BEE2801,Aditya Singh,4,Electrical Engineering,6.07
22BIT9906,Aditya Nair,2,Information Technology,8.18
21BEE1753,Ishita Gupta,3,Electrical Engineering,9.95
22BEE1268,Pooja Gupta,2,Electrical Engineering,9.82
20BCH3285,Ananya Gupta,4,Chemical Engineering,6.94
21BCH6550,Krishna Iyer,3,Chemical Engineering,7.29
22BEE0573,Aarav Das,2,Electrical Engineering,8.6
22BCH0280,Vivaan Gupta,2,Chemical Engineering,8.12
23BME2723,Ishita Patel,1,Mechanical Engineering,9.37
23BEE1180,Ananya Verma,1,Electrical Engineering,9.71
23BIT4901,Krishna Iyer,1,Information Technology,9.62
22BEE1212,Vivaan Sharma,2,Electrical Engineering,7.22
23BEE4837,Pooja Das,1,Electrical Engineering,9.15
21BCH9778,Aarav Iyer,3,Chemical Engineering,7.72
21BCE7558,Arjun Singh,3,Computer Engineering,8.31
20BIT1068,Neha Patel,4,Information Technology,8.19
21BME3125,Vivaan Verma,3,Mechanical Engineering,6.98
21BIT7896,Sneha Verma,3,Information Technology,6.69
21BEE3134,Aditya Verma,3,Electrical Engineering,8.57
21BEE2530,Aarav Roy,3,Electrical Engineering,6.84
22BIT2823,Ishita Nair,2,Information Technology,9.61
22BCH7072,Sneha Sharma,2,Chemical Engineering,8.29
21BME7633,Aditya Reddy,3,Mechanical Engineering,9.69
22BCE8221,Neha Nair,2,Computer Engineering,7.48
21BCE5327,Aditya Reddy,3,Computer Engineering,6.19
20BEE4761,Neha Nair,4,Electrical Engineering,9.38
21BME2404,Aarav Iyer,3,Mechanical Engineering,7.36
21BIT7753,Vivaan Das,3,Information Technology,6.74
23BIT0908,Sneha Gupta,1,Information Technology,7.79
20BIT3064,Neha Patel,4,Information Technology,6.83
21BME3334,Neha Gupta,3,Mechanical Engineering,9.36
22BCH3441,Ishita Das,2,Chemical Engineering,8.43
23BME3555,Sneha Gupta,1,Mechanical Engineering,9.87
21BIT6533,Neha Gupta,3,Information Technology,9.66
21BCE5940,Aditya Iyer,3,Computer Engineering,8.34
21BEE3617,Arjun Sharma,3,Electrical Engineering,9.71
21BCE2393,Aditya Roy,3,Computer Engineering,8.38
20BCE6702,Ishita Das,4,Computer Engineering,9.3
21BEE4341,Neha Patel,3,Electrical Engineering,6.27
22BCH9371,Vivaan Roy,2,Chemical Engineering,8.49
23BME0038,Aarav Das,1,Mechanical Engineering,8.61
21BEE6493,Pooja Verma,3,Electrical Engineering,9.26
23BCH8255,Ishita Roy,1,Chemical Engineering,7.2
20BCH3423,Arjun Reddy,4,Chemical Engineering,8.61
22BEE8047,Arjun Gupta,2,Electrical Engineering,6.23
23BEE2395,Aditya Sharma,1,Electrical Engineering,9.32
20BCH1792,Arjun Nair,4,Chemical Engineering,9.97
21BCH6874,Aarav Patel,3,Chemical Engineering,6.31
23BCE4481,Aarav Iyer,1,Computer Engineering,8.13
22BIT4000,Ananya Das,2,Information Technology,9.53
22BCE8177,Krishna Sharma,2,Computer Engineering,7.3
20BCH5519,Pooja Sharma,4,Chemical Engineering,6.31
23BME5584,Neha Patel,1,Mechanical Engineering,6.26
20BCH1786,Arjun Das,4,Chemical Engineering,6.12
22BIT6067,Sneha Verma,2,Information Technology,7.12
22BEE4836,Aditya Gupta,2,Electrical Engineering,8.73
21BEE9082,Sneha Singh,3,Electrical Engineering,9.95
21BME4409,Aditya Patel,3,Mechanical Engineering,9.95
22BEE8644,Arjun Patel,2,Electrical Engineering,7.02
22BEE4133,Aditya Gupta,2,Electrical Engineering,9.21
23BEE0513,Ishita Iyer,1,Electrical Engineering,8.85
20BIT2172,Arjun Roy,4,Information Technology,7.98
21BEE8489,Ishita Nair,3,Electrical Engineering,8.21
20BCE3145,Aditya Nair,4,Computer Engineering,6.85
22BIT2974,Arjun Das,2,Information Technology,7.77
20BIT7922,Neha Singh,4,Information Technology,7.78
22BCH8292,Krishna Iyer,2,Chemical Engineering,7.49
21BIT9773,Aarav Iyer,3,Information Technology,8.6
21BIT4949,Ishita Reddy,3,Information Technology,9.89
20BME6311,Ishita Roy,4,Mechanical Engineering,6.65
20BIT5762,Pooja Reddy,4,Information Technology,7.45
23BCE2960,Neha Verma,1,Computer Engineering,6.92
21BME1321,Krishna Iyer,3,Mechanical Engineering,6.85
21BIT1519,Krishna Patel,3,Information Technology,6.1
22BCE3213,Sneha Roy,2,Computer Engineering,9.61
23BME8725,Ananya Reddy,1,Mechanical Engineering,9.97
22BIT4545,Sneha Singh,2,Information Technology,7.34
22BEE3929,Neha Gupta,2,Electrical Engineering,8.67
23BME2631,Ishita Iyer,1,Mechanical Engineering,6.87
20BEE8448,Neha Patel,4,Electrical Engineering,7.66
20BME6592,Vivaan Patel,4,Mechanical Engineering,8.15
23BME7978,Krishna Verma,1,Mechanical Engineering,6.72
20BIT6107,Krishna Singh,4,Information Technology,8.05
20BCH8722,Aditya Gupta,4,Chemical Engineering,7.57
21BIT1057,Aditya Das,3,Information Technology,8.66
21BEE0323,Aditya Nair,3,Electrical Engineering,6.08
23BIT3405,Vivaan Das,1,Information Technology,6.72
23BEE8494,Ananya Gupta,1,Electrical Engineering,6.44
21BEE8353,Ishita Sharma,3,Electrical Engineering,8.81
20BME6759,Aarav Das,4,Mechanical Engineering,6.51
23BME7516,Ananya Roy,1,Mechanical Engineering,6.35
21BCE3490,Aarav Patel,3,Computer Engineering,6.17
23BIT1299,Ishita Nair,1,Information Technology,8.25
21BCH9359,Krishna Patel,3,Chemical Engineering,7.66
23BCH6607,Aarav Reddy,1,Chemical Engineering,8.49
20BEE9520,Neha Roy,4,Electrical Engineering,6.63
23BCE4439,Krishna Reddy,1,Computer Engineering,9.43
20BME8420,Pooja Reddy,4,Mechanical Engineering,7.49
21BIT1993,Neha Verma,3,Information Technology,7.78
23BME5988,Krishna Singh,1,Mechanical Engineering,6.01
21BME7710,Sneha Roy,3,Mechanical Engineering,6.54
22BCE3410,Arjun Singh,2,Computer Engineering,6.24
21BCH6696,Ananya Patel,3,Chemical Engineering,6.16
20BIT4504,Ishita Singh,4,Information Technology,8.08
20BIT3321,Ishita Patel,4,Information Technology,8.14
20BCH9352,Vivaan Roy,4,Chemical Engineering,6.61
21BCH6070,Ananya Verma,3,Chemical Engineering,7.43
21BME6724,Aarav Verma,3,Mechanical Engineering,7.24
23BCH1573,Aditya Patel,1,Chemical Engineering,9.95
22BIT5258,Ananya Das,2,Information Technology,7.27
21BME7330,Sneha Sharma,3,Mechanical Engineering,9.02
22BCE4966,Krishna Nair,2,Computer Engineering,8.39
23BEE5497,Pooja Verma,1,Electrical Engineering,9.4
23BCH6782,Krishna Nair,1,Chemical Engineering,9.79
21BEE9553,Aarav Sharma,3,Electrical Engineering,6.55
21BME0144,Krishna Gupta,3,Mechanical Engineering,9.61
22BCE6331,Ananya Das,2,Computer Engineering,9.13
20BME7526,Neha Nair,4,Mechanical Engineering,8.06
22BIT5497,Aditya Nair,2,Information Technology,6.19
21BME2979,Ishita Iyer,3,Mechanical Engineering,9.33
